t,vx_cmd,vy_cmd,wz_cmd,tilt_rad,height,hip_spread,tau_max,q_err_max
6.960,0.000,0.000,0.000,0.0028,0.2635,0.1073,6.72,0.1681
6.980,0.000,0.000,0.000,0.0028,0.2635,0.1073,6.73,0.1681
7.000,0.000,0.000,0.000,0.0028,0.2635,0.1073,6.73,0.1681
7.021,0.000,0.000,0.000,0.0028,0.2635,0.1073,6.73,0.1681
7.041,0.000,0.000,0.000,0.0028,0.2635,0.1073,6.73,0.1681
7.060,0.000,0.000,0.000,0.0028,0.2635,0.1073,6.73,0.1682
7.080,0.000,0.000,0.000,0.0028,0.2635,0.1073,6.73,0.1682
7.101,0.000,0.000,0.000,0.0028,0.2635,0.1073,6.73,0.1682
7.121,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1682
7.141,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1682
7.161,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1682
7.181,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1682
7.202,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1682
7.220,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1682
7.240,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1682
7.262,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1682
7.281,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1682
7.302,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.322,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.340,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.362,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.380,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.402,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.422,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.441,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.460,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.481,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.500,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.521,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1683
7.540,0.000,0.000,0.000,0.0029,0.2635,0.1073,6.73,0.1684
7.562,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.73,0.1684
7.581,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.601,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.622,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.640,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.660,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.681,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.703,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.720,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.740,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.760,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.781,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.800,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1684
7.820,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1685
7.841,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1685
7.861,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1685
7.882,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1685
7.902,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1685
7.920,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1685
7.940,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1685
7.960,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1685
7.980,0.000,0.000,0.000,0.0030,0.2635,0.1073,6.74,0.1685
8.000,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1685
8.021,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1685
8.041,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1685
8.061,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1686
8.080,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1686
8.102,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1686
8.120,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1686
8.141,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1686
8.160,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1686
8.181,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1686
8.201,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1686
8.222,0.000,0.000,0.000,0.0031,0.2635,0.1073,6.74,0.1686
8.240,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.74,0.1686
8.260,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.74,0.1686
8.280,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1686
8.300,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1686
8.321,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1686
8.340,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1686
8.362,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1686
8.380,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1687
8.401,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1687
8.420,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1687
8.440,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1687
8.462,0.000,0.000,0.000,0.0031,0.2635,0.1072,6.75,0.1687
8.480,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.501,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.522,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.540,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.560,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.580,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.601,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.621,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.640,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.660,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1687
8.680,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.700,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.721,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.740,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.760,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.781,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.800,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.821,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.842,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.861,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.881,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.901,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.922,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.941,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.961,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
8.981,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
9.000,0.000,0.000,0.000,0.0032,0.2635,0.1072,6.75,0.1688
9.022,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.75,0.1689
9.040,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.75,0.1689
9.060,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.75,0.1689
9.081,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.103,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.121,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.141,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.161,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.181,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.201,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.221,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.241,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.261,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.281,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.301,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.321,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.343,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.361,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1689
9.380,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.401,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.420,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.441,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.461,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.481,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.501,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.521,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.542,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.560,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.581,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.603,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.622,0.000,0.000,0.000,0.0033,0.2635,0.1072,6.76,0.1690
9.641,0.000,0.000,0.000,0.0033,0.2635,0.1071,6.76,0.1690
9.661,0.000,0.000,0.000,0.0033,0.2635,0.1071,6.76,0.1690
9.681,0.000,0.000,0.000,0.0033,0.2635,0.1071,6.76,0.1690
9.702,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1690
9.721,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1690
9.741,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1690
9.761,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.781,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.801,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.821,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.841,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.860,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.881,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.901,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.921,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.941,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.961,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
9.980,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
10.001,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.76,0.1691
10.021,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1691
10.041,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1691
10.060,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1691
10.081,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1691
10.100,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1691
10.121,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1691
10.141,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1691
10.161,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1692
10.181,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1692
10.202,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1692
10.221,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1692
10.241,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1692
10.262,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1692
10.281,0.000,0.000,0.000,0.0034,0.2635,0.1071,6.77,0.1692
10.302,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.321,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.341,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.361,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.381,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.402,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.421,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.441,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.461,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.480,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.501,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.521,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.541,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.561,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1692
10.582,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1693
10.600,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1693
10.620,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1693
10.641,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1693
10.661,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1693
10.681,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1693
10.700,0.000,0.000,0.000,0.0035,0.2635,0.1071,6.77,0.1693
10.722,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.740,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.762,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.782,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.800,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.821,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.841,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.861,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.881,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.900,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.922,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.942,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.960,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
10.980,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
11.002,0.000,0.000,0.000,0.0035,0.2634,0.1071,6.77,0.1693
11.020,0.000,0.000,0.000,0.0035,0.2634,0.1070,6.77,0.1693
11.040,0.000,0.000,0.000,0.0035,0.2634,0.1070,6.77,0.1694
11.060,0.000,0.000,0.000,0.0035,0.2634,0.1070,6.77,0.1694
11.082,0.000,0.000,0.000,0.0035,0.2634,0.1070,6.77,0.1694
11.100,0.000,0.000,0.000,0.0035,0.2634,0.1070,6.77,0.1694
11.120,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.140,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.161,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.182,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.201,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.220,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.241,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.260,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.282,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.302,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.320,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.340,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.360,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.380,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.400,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.421,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.440,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.460,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.481,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.502,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.520,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.540,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1694
11.562,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.580,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.602,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.620,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.642,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.660,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.680,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.701,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.720,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.741,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.760,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.781,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.800,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.821,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.841,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.860,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.882,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.902,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.920,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.942,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.962,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
11.981,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
12.001,0.000,0.000,0.000,0.0036,0.2634,0.1070,6.78,0.1695
12.021,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1695
12.040,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1695
12.062,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.080,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.101,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.121,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.142,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.160,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.181,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.201,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.221,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.241,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.261,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.280,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.301,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.320,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.340,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.361,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.380,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.400,0.000,0.000,0.000,0.0037,0.2634,0.1070,6.78,0.1696
12.420,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.78,0.1696
12.440,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.461,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.480,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.500,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.521,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.541,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.560,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.580,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.600,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.620,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1696
12.640,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.660,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.680,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.701,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.720,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.740,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.761,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.780,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.802,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.820,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.840,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.861,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.882,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.900,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.921,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.940,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.960,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
12.980,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
13.000,0.000,0.000,0.000,0.0037,0.2634,0.1069,6.79,0.1697
13.020,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.040,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.060,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.080,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.101,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.120,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.141,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.162,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.180,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.200,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.220,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1697
13.240,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.261,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.281,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.302,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.320,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.341,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.361,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.380,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.400,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.421,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.441,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.461,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.481,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.501,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.522,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.542,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.560,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.581,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.601,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.621,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.641,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.660,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.681,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.700,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.722,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.740,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.761,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.780,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.802,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.821,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.841,0.000,0.000,0.000,0.0038,0.2634,0.1069,6.79,0.1698
13.861,0.000,0.000,0.000,0.0038,0.2634,0.1068,6.79,0.1698
13.881,0.000,0.000,0.000,0.0038,0.2634,0.1068,6.79,0.1698
13.900,0.000,0.000,0.000,0.0038,0.2634,0.1068,6.79,0.1698
